username,payout,points,total_payout,total_points,total_wus,created_at
wzs5svu5sg9l,49.03,597896,10439.91,141596049,940,2021-11-16T02:42:46.440Z
x0g9dakcdnxm,40.43,1024887,169231.03,344396795,10223,2019-05-19T23:14:49.475Z
wus6ssibzkc3,46.07,270880,40149.5,277695060,2509,2021-04-09T02:20:03.613Z
wuf80xzweatg,3.52,20345,334.33,1923885,181,2022-02-22T04:40:46.839Z
wsscgi5z4ccl,70.64,1271921,3742.55,50486732,180,2022-03-07T00:53:51.976Z
wsjuzte4mxfg,5.1,30341,799.22,8377503,157,2022-03-20T19:19:33.840Z
wtbzl7vz7r9p,3.68,21286,3141.83,18498422,714,2021-06-02T11:13:34.264Z
wt9l07jyf53j,36.62,360990,15152.22,179819111,607,2021-04-15T14:29:05.708Z
wt0g2d8eie95,1.94,7708,5166.21,59049525,682,2021-06-02T19:40:47.909Z
wqwwdx528gjg,2.61,7981,10.48,27131,11,2022-04-05T02:45:42.269Z
wte5bjwveplr,76.47,1537037,17456.39,317843495,4344,2021-11-01T19:56:38.327Z
wsb3f8idz00s,52.33,373092,22065.64,160755379,1693,2021-04-30T13:59:18.201Z
ws0dqyoq4dd5,3.85,22288,3212.59,11782300,1270,2021-04-21T16:24:31.775Z
wqm3v3nu9w2p,2.57,14709,101.06,325562,48,2022-02-21T21:40:40.5Z
wqck60464xtv,22.93,180435,5441.92,51309774,328,2021-11-26T20:44:07.588Z
wpjw4dem7lm2,24.36,97578,7062.58,40813577,757,2021-05-06T11:59:57.466Z
wqel7np3an1j,2.65,9468,2710.81,21920899,803,2021-11-02T08:48:12.51Z
wpw1uopudukl,2.67,10037,889.67,2004093,365,2021-07-30T14:54:23.312Z
wp9ynuh63k9o,69.9,835938,3199.49,17988604,297,2021-05-17T09:40:47.308Z
wpv1o9z8e05i,2.68,13121,2097.13,5475968,598,2021-04-21T10:21:15.756Z
woaksq7zmg0u,45.32,518044,4853.65,43972236,169,2021-05-07T16:57:11.218Z
wqo24qu0d7j4,76.75,601576,48278.42,463647149,4557,2021-05-25T18:22:06.922Z
wo63q8c26knx,103.74,1889973,156707.69,1358525740,6720,2020-10-15T15:36:33.94Z
wnsqke0y1jdo,17.46,96173,4849.57,31261714,580,2021-04-20T19:40:46.673Z
wmwqlnwsht8l,2.67,3400,1328.38,2035766,427,2021-04-18T01:55:53.467Z
wm15jc83unby,2.58,5225,2306.65,3287240,1154,2021-05-21T02:28:39.187Z
wm10tuc6cix9,23.22,183610,15129.93,142113096,1420,2021-04-25T17:37:40.995Z
wn9r5x28fjs4,7.04,25251,2083.16,6875968,704,2021-03-10T02:19:00.339Z
wnoldagblw8m,22.15,169222,39922.05,94977765,834,2019-04-20T12:30:31.172Z
wl5ahuh2u6mg,5.66,63255,5781.27,50547033,2112,2021-04-06T12:09:13.289Z
wmui4mlecdwn,25.66,210680,22759.71,218158541,2226,2021-04-13T17:52:39.438Z
wkvq9zhoqpar,22.41,173995,5481.64,46644590,406,2021-09-05T11:45:49.625Z
wnjs2omtyl9t,2.09,19110,22361.97,15203584,2262,2020-02-04T22:43:43.353Z
wk5h0dtfblj7,2.67,3400,142.04,204395,89,2021-06-01T08:52:37.171Z
wjyye8i2hhmq,42.01,453436,901.07,8732020,31,2021-06-29T12:00:36.973Z
wkg0x3p3yx45,10.1,64403,113.61,833634,15,2022-04-02T12:08:10.931Z
wk0sw0t6qjp8,5.07,30144,973.67,5763562,695,2022-01-06T01:11:11.12Z
wj2uio09fit0,10.77,70000,32.79,153143,10,2022-04-07T12:23:14.528Z
wk1koxvqvwru,45.57,523086,10308.37,98659164,767,2021-04-20T06:36:56.168Z
wjnrzefrg42g,2.63,8466,984.79,997547,284,2021-04-24T00:58:46.722Z
wj692j1kg0zb,3.51,6230,1763.38,2420219,349,2021-03-21T17:53:40.29Z
wiydabpf89g8,2.6,6800,731.96,2965144,613,2021-11-29T11:52:37.639Z
wk2prligfg4b,14.31,98178,4205.74,22502684,1537,2021-05-31T06:34:13.447Z
wg5vsy1pdyc6,2.63,7233,35.44,83293,21,2022-04-02T09:16:01.371Z
wh9k8q6givx2,3.09,17800,18.96,40325,13,2022-03-26T05:10:00.349Z
wg1dyo36kp62,2.64,9906,142.74,338313,66,2022-03-06T15:13:02.559Z
wgfqnvn9tfaz,2.69,4669,1970.46,12504653,576,2021-03-03T09:09:10.853Z
wg8pozvwu4t9,29.53,258545,8874.17,62335585,524,2021-05-13T09:58:59.14Z
wgml1hbj4foe,39.9,415440,1239.47,11969139,65,2022-02-04T08:40:09.305Z
wgv9a3bf84eg,2.66,6946,7047.85,56680940,787,2021-06-10T00:35:47.32Z
wfuveka01uip,45.69,525421,10733.84,140558236,280,2021-09-28T13:23:41.587Z
wg33rlpgvh6h,54.34,432671,27889.38,189057493,2172,2021-03-11T22:08:49.629Z
wfmbycsd38ar,9.47,147648,206744.06,169245061,72383,2019-06-24T01:03:25.300Z
we9d8iwg04ba,43.5,481446,398.41,4219203,32,2021-11-13T00:28:48.754Z
wbt7ydmq2qia,13.36,90000,19.95,116354,5,2022-04-07T12:51:16.410Z
wegy2g2z1dkl,2.6,6140,203.92,486195,91,2022-02-12T20:13:48.452Z
wcnl84ixqbje,16.55,117596,4644.18,34085114,316,2021-04-24T17:28:52.185Z
wcz2q342r6fk,4.44,11320,13344.02,48158591,2574,2021-03-12T18:40:41.33Z
wb2twkise5ve,2.64,4824,7.94,24843,5,2022-04-07T12:51:17.132Z
wb6njvq1cmpy,2.64,14346,32287.94,31373380,2274,2020-08-22T22:07:10.330Z
wb5hy4387ept,28.72,185100,20745.69,130762604,1349,2021-04-21T20:32:46.47Z
wez2qycnios6,53.52,705780,197254.23,419424657,3097,2019-04-29T00:02:15.71Z
w6sjanwpfe4m,2.69,6334,149.52,311206,70,2022-01-04T17:49:12.257Z
wa6smndakklq,2.63,4800,2539.74,3586888,1360,2021-04-27T02:06:08.107Z
w6ri62i32bzq,36.95,366272,883.83,8709383,155,2022-03-19T09:50:40.172Z
w5zqhaxlpzr5,16.25,115000,241.91,1926367,18,2022-04-03T19:18:02.336Z
w9hn4i48mu0l,3.24,4373,2896.63,5042083,673,2021-03-08T06:07:35.432Z
w95q0zvzc1i5,103.48,951470,56017.58,561430385,2759,2021-04-18T22:00:08.115Z
w940b763z737,24.36,196262,1869.06,17835467,202,2022-02-28T21:20:53.538Z
w6d4dargorln,26.3,217839,1139.0,10402930,95,2021-11-30T19:47:06.575Z
w9aki76t6r9s,48.24,580140,29759.28,443614853,1982,2021-04-30T18:21:43.407Z
w0a16susg1iy,43.13,473447,1079.73,10021870,174,2022-03-28T11:57:53.797Z
w5tgwocvrlt1,12.06,67770,9499.65,65679294,495,2021-04-16T15:33:19.598Z
w38wyhqajg04,1.58,5501,581.31,1129379,272,2021-06-12T04:08:04.337Z
w0p0mem5ol2i,105.94,3799537,16830.24,568145337,2470,2022-01-20T04:52:09.300Z
w5upy8dsxl78,9.57,60727,2427.96,18880580,973,2021-12-15T17:38:05.62Z
w3zno363dtfv,44.65,469985,15090.69,156652261,570,2021-05-10T05:50:29.621Z
w49kwr466bxe,41.77,192360,32204.71,224072559,2287,2021-04-24T15:45:52.399Z
w04t4vb2xms4,26.18,101610,3780.69,12544629,318,2020-02-24T05:51:40.488Z
vz4aibg9baqn,46.28,537426,11192.55,129205328,801,2021-06-11T08:47:47.156Z
w1z04fif32af,14.71,223499,13103.56,111174657,1645,2021-02-26T01:09:42.125Z
vxz6wr1ttcnn,2.59,5792,36.44,74160,20,2022-03-24T03:50:24.411Z
vy21cgjj39to,2.58,6739,200.61,458532,92,2022-02-15T17:12:26.360Z
vxta0hd9r01l,2.79,16006,530.9,3148905,311,2021-11-04T07:09:19.597Z
vyp77dg2iugb,14.21,97269,4473.76,22350305,3392,2021-05-14T15:33:33.339Z
vwbq56th7j7t,44.8,507640,378.46,3446418,38,2022-04-04T14:44:21.196Z
vx5fi6eg6e16,17.26,123839,1693.94,11725463,196,2021-12-10T19:31:17.784Z
vya7uxvyk45u,20.64,156616,11106.51,103239646,701,2021-05-11T19:21:02.478Z
vybpxpwm970r,12.19,80962,12606.86,28768309,2415,2020-07-05T08:46:11.873Z
vx71tawq7wbq,16.42,116493,14147.04,140914472,2005,2021-07-03T17:03:57.358Z
vx1dhc0wo7b4,12.21,81161,27061.98,483550581,2283,2021-05-05T18:40:45.598Z
vw6hn94lfir0,7.34,45262,1189.53,10545638,63,2022-02-04T08:30:30.933Z
vv4w1u0iwowd,2.62,8000,154.58,767800,76,2022-03-30T01:30:31.995Z
vv4ucu11sh3c,40.9,433389,7964.07,69882562,225,2021-05-23T06:57:51.139Z
vvfypc174kx5,83.12,1897645,16125.44,368692398,1493,2021-12-29T12:17:32.327Z
vw2k7gd41xai,2.67,11117,817.08,4300291,582,2021-11-20T10:16:56.988Z
vrmpm0qcu59z,12.3,81851,856.58,7983498,119,2021-12-09T21:58:20.737Z
vutviwammdc2,14.55,100270,2854.67,13007185,968,2021-05-16T19:00:50.229Z
vry3t29micp5,56.53,786837,15606.67,206799940,1837,2021-04-29T06:49:21.845Z
vv8hsf50zviy,47.82,570752,3217.31,27265000,462,2021-07-20T12:38:23.375Z
vrsha1ca56mw,6.35,38288,2070.11,14579100,932,2021-11-12T04:27:06.53Z
vrdblmyxue2u,28.12,240881,5644.94,59888423,644,2022-01-12T07:55:04.906Z
vr9h2djkgo2o,2.62,6841,216.16,506861,99,2022-02-12T23:43:16.107Z
vprdetbxitmx,2.4,5900,398.02,428951,170,2020-08-27T23:37:52.888Z
vr5tovglwlsc,82.33,526490,16072.56,124866832,1137,2021-07-07T08:06:47.748Z
vqqk5ipe1625,41.68,447440,8342.58,72963694,245,2021-05-13T16:11:25.446Z
vrd4j32r789z,24.68,199878,4868.25,44770020,1102,2021-08-22T06:52:10.513Z
vpqmpk8yt38s,179.23,3420941,83105.32,1844180594,4177,2021-06-03T03:55:26.875Z
vpvsy7nwnyam,47.72,568474,13035.63,170477538,1245,2021-09-19T17:30:36.480Z
vpjc9f5fudw7,2.67,4400,1734.15,2308063,905,2019-04-12T15:39:29.364Z
vpk4fj1kcnsc,19.94,131384,9797.69,67553328,2141,2021-05-07T03:20:57.351Z
vpez5c3lteap,12.88,86300,525.92,1144335,175,2021-05-17T16:16:21.616Z
vnxsrfm1tode,5.25,31328,2898.23,16235321,692,2021-03-14T17:32:04.824Z
vnyo5r8391ww,20.46,154780,29636.8,469256340,4171,2021-04-18T21:57:36.986Z
vntgvnjqehzo,90.1,843727,21606.77,158653336,1332,2021-05-27T02:34:08.827Z
voa78uhe5mud,75.84,498592,38049.81,305932127,1777,2021-05-09T21:14:09.426Z
vlzihqteoeo5,2.59,6112,144.82,327556,65,2022-03-06T15:13:28.912Z
vnz86svkc6al,73.46,611384,34327.57,268493968,1524,2021-05-09T00:43:26.911Z
vmnexaagzlra,40.08,418722,26158.58,346096927,2056,2021-06-08T19:57:35.164Z
vneyolwqb1l4,1.79,18752,2766.86,12352695,1023,2021-02-23T09:44:06.75Z
vmiarc39yres,2.22,19430,2210330.74,6960499566,50395,2020-06-19T02:56:41.757Z
vgrn9alzvjtt,44.82,507990,2910.62,31489010,110,2021-05-28T06:38:34.162Z
vko6rb00t50y,4.59,5808,5657.66,22467735,597,2021-03-16T23:05:41.4Z
vk6w44b950lb,3.11,17917,2587.05,11292846,950,2021-05-09T22:40:24.62Z
vipcmhjymaun,13.36,90000,4248.43,28967370,368,2021-05-10T09:27:16.524Z
vlt5sjh1av7l,2.59,6103,4535.19,20430888,409,2021-04-02T16:41:04.156Z
vkdv6h8rtt88,45.35,518712,8126.66,73065403,242,2021-05-25T14:06:56.530Z
vj3xf7in9nd8,9.97,63558,11445.88,119408030,310,2021-05-31T09:53:40.327Z
viw66y19tg4e,103.63,1106850,32109.76,380397377,1468,2021-05-12T18:04:13.855Z
vg38psgiwrwr,40.93,433999,7775.34,69084139,221,2021-05-26T14:22:58.669Z
vgaljtqj4c8l,47.75,386315,57058.11,680025765,3069,2021-03-15T15:20:07.493Z
veb99hns866f,2.57,4225,79.05,207009,46,2021-11-26T11:33:30.326Z
vdlwtpwjiypl,2.64,6898,526.54,2168335,374,2021-12-30T20:01:24.916Z
vd5zo8lc99ix,2.67,3400,1141.79,1568555,492,2021-05-11T21:22:29.617Z
vec5qrap7w57,2.67,9534,906.97,2017595,373,2021-07-30T14:33:30.35Z
vg1k0vusfr5q,48.5,585984,34630.16,371064832,2052,2021-03-09T00:13:37.29Z
vcm5vsgzeayn,34.73,330853,2288.12,23063303,94,2022-02-27T22:07:33.431Z
vf0wu10pgaqw,27.38,231530,19290.92,144721553,1571,2021-03-30T00:37:15.982Z
vd9lia15xeeu,36.13,1224798,27755.13,648439978,4165,2021-02-21T07:29:52.486Z
vd3wxf5kh1y5,2.6,11410,2481.57,9924594,879,2021-05-31T00:25:10.382Z
vd9xxqi8hghj,3.46,16724,10524.13,58049525,1404,2021-04-12T03:50:36.495Z
vb78iod2g5rg,23.57,187520,3198.31,26028671,176,2022-01-01T22:58:53.369Z
vck92j3k9q5r,46.0,531760,12709.28,294716077,973,2022-01-28T20:44:24.437Z
vbnxjj1n35d0,40.29,422500,2150.49,16984675,460,2021-11-26T04:49:52.271Z
vamqe6hig12k,50.75,592605,12383.61,158712405,340,2021-07-17T15:29:56.28Z
v9675yhoy10h,60.03,889901,22238.14,314872407,1704,2021-01-08T20:04:37.624Z
v95ulnh8kbo3,2.59,6786,715.76,1698222,317,2021-09-14T05:08:41.602Z
vau1ko9nw66j,2.7,6365,3916.94,1838656,513,2020-03-17T04:27:28.840Z
vagrbjiqwbd1,2.67,3400,1661.74,4412492,755,2020-03-16T15:01:23.723Z
v8u5jd7u6k1l,34.3,324739,50743.32,475270747,2101,2021-02-15T04:11:49.304Z
v8fy4wjuycd6,2.65,3937,1078.14,2143909,395,2021-07-20T15:20:39.376Z
v58g6wkwqkml,14.12,96542,50.94,318531,17,2022-04-09T17:45:11.799Z
v5psbrxrls9x,44.64,504420,4008.86,41168944,131,2022-01-27T22:28:43.138Z
v7muuxdres87,18.5,135540,1092.97,7526827,145,2021-12-21T23:26:14.968Z
v7sn5cadbpu8,9.6,60935,2314.9,5111862,566,2021-04-27T16:58:54.429Z
v65pzx75fuhr,0.89,8200,583.78,1741974,413,2021-03-02T13:21:38.750Z
v4r4eh3a6703,29.48,257870,161.1,1306620,24,2022-04-07T17:51:13.796Z
v5da9xh6fe9j,16.58,117919,4991.24,37648044,368,2021-05-21T06:31:21.425Z
v85y0yh2u74g,3.67,21178,4558.7,17984602,2510,2021-04-18T15:49:59.174Z
v4p8fjht072r,2.59,6101,201.41,471792,85,2021-05-16T22:32:26.730Z
v5ukh36o5aw1,83.95,761344,46540.69,477124633,3248,2021-06-28T23:52:57.380Z
v2fa4ju5k05x,22.89,180000,240.59,1799531,26,2022-04-06T13:30:06.680Z
v2sat198bc4i,28.52,245894,1304.27,10872358,218,2022-03-07T21:52:29.97Z
v30617oi5icx,2.58,6080,188.15,314522,53,2021-05-17T12:06:08.414Z
v2wav3ygthbo,39.41,406688,793.25,7437942,30,2021-06-29T15:14:55.858Z
v1laq2wuuc2a,37.49,374900,639.81,5484337,32,2022-02-10T11:33:37.891Z
v4gkuqymjqv3,19.0,140487,5886.28,40649823,353,2021-05-08T21:12:22.677Z
v2xdhxqpk8vg,2.91,3400,1629.14,2636475,663,2021-06-06T03:38:00.139Z
v40jlgfq1kkm,32.8,152700,24351.67,165964183,510,2021-05-02T17:42:37.583Z
v28bu08bubky,36.86,468697,15125.51,153283065,563,2021-05-10T05:50:14.875Z
v3z5ihkbbjol,2.57,12573,15834.6,123401456,3170,2021-04-07T08:50:03.811Z
v15h1qb6bv7n,2.68,7393,2427.64,3857431,572,2021-02-28T21:19:43.538Z
v0xv99x7k6so,2.61,14954,655.04,1329028,167,2021-05-25T13:39:52.307Z
uzpo6b9c1ab2,28.98,251698,3902.74,39860514,129,2022-01-27T22:24:45.84Z
v1edlnfcan9w,46.1,533614,4594.39,47821467,281,2022-02-09T20:29:30.232Z
v1f75klalf1x,42.12,245087,17375.14,115877044,635,2021-04-28T18:51:22.224Z
v0ar19lo853w,22.28,172722,7567.49,56620160,1251,2021-05-02T00:48:37.398Z
uy60n9vrlv7k,2.99,17223,367.3,1749981,112,2021-06-08T06:09:00.715Z
v0w2y85cenf5,24.32,195873,24841.41,160276674,1408,2021-03-08T21:00:57.851Z
v0pd3bym8ujd,2.86,16425,2377.37,10070194,868,2021-06-03T16:29:09.572Z
uykrgg668prj,26.06,441879,18311.5,314936133,1749,2021-05-18T21:10:00.628Z
uvu7n6ec5nkk,31.06,278670,112.42,950780,11,2022-04-06T15:23:00.545Z
utkw2qfg4pb7,41.81,449730,8045.08,95259586,229,2021-12-16T13:37:36.97Z
uv6q16xyifsd,2.67,3400,1185.68,6711756,538,2021-09-20T19:28:42.977Z
uxt5jvhp2y47,2.63,4800,763.18,1064305,188,2021-04-26T23:58:15.556Z
uwhlm2vduir8,19.82,148521,6400.03,42107478,1350,2021-06-06T19:42:24.378Z
uy08g5xyx140,2.61,6163,9905.58,5302588,1137,2020-05-18T09:00:06.276Z
uuxief7rs187,2.61,8400,715.26,1211584,515,2019-04-16T20:43:24.47Z
usj0a9x095hs,30.47,270335,6776.47,88241277,576,2022-01-15T16:07:41.760Z
uw26e8r0mil3,23.35,83800,20040.19,9498390,2265,2019-04-12T13:30:21.703Z
us09csaybg6j,2.59,5800,36.91,74735,27,2022-03-06T19:54:51.668Z
usern86xt05l,13.37,90113,57.48,320235,13,2022-04-09T01:24:04.650Z
us55m8py1ppw,2.67,3400,670.23,3866409,366,2021-11-02T19:11:48.809Z
uqe7kscy894d,11.02,71917,2775.35,19812728,589,2021-10-28T05:17:47.630Z
uq8nnuorxpp4,42.81,485165,9128.4,118617747,254,2021-09-02T20:31:51.773Z
uow5r10fo4hf,41.28,440201,5929.31,62100001,509,2022-01-20T10:42:01.956Z
uschamj0hyya,62.7,361759,63210.73,193441227,1631,2019-04-22T05:19:38.326Z
uq477xqezgo9,25.6,129383,11361.19,63201770,2636,2021-03-10T19:30:17.995Z
up3e6au6njni,16.62,118261,5742.48,45417353,1238,2021-07-01T16:39:21.956Z
uqtbgfwkodf1,2.67,4183,2942.97,9366462,686,2021-05-07T11:31:16.549Z
ulijactzytbu,12.21,81101,17.46,93621,4,2022-04-07T12:51:18.584Z
unnbv1qyxtzd,4.95,29387,351.82,2308827,90,2022-03-10T10:41:52.707Z
unj7ap4exbds,10.61,181864,15471.9,52783394,1020,2021-02-14T01:57:37.81Z
umybcc9v4qy8,18.0,130240,5549.29,40120790,409,2021-05-13T19:35:36.942Z
umor0arnkzjb,49.1,599337,25036.29,242504394,1936,2021-04-05T21:19:06.847Z
umcjnhipmdqw,19.81,148407,5841.87,38452532,388,2021-05-13T19:29:41.725Z
ulg46lb811k7,2.67,11701,34059.5,227988658,1768,2021-02-16T12:42:22.957Z
uldikniqe72a,59.68,879371,6533.64,84906151,588,2021-08-25T18:44:19.430Z
um3a61pphu20,32.92,305142,5930.98,44277042,696,2021-05-12T22:13:33.713Z
ul3eh46dg5ty,11.42,74970,4068.61,33127632,946,2021-11-16T00:17:48.420Z
ujxkabsfjlf1,3.19,13492,831.7,42471,253,2019-04-14T11:56:24.320Z
ul0ga9r2951x,41.0,435197,15956.29,163376209,1951,2021-05-04T06:48:48.278Z
uj70d2hbz7th,2.59,10234,71.1,178421,36,2022-03-13T23:21:52.593Z
uicpn1d95jv5,2.65,8108,710.59,2759435,364,2021-11-05T12:02:56.704Z
uilhdcmspoc5,60.0,889048,10051.32,141892337,1152,2021-05-17T21:34:47.635Z
uij8kstlmq03,47.16,555920,3352.9,35406900,375,2022-02-22T13:40:01.365Z
uj47506c2jgn,26.57,220834,9856.54,81517696,1359,2021-07-11T17:42:50.255Z
ug3l45w5rqd8,4.15,5626,797.96,980185,145,2021-05-01T12:53:22.915Z
uimyl0go97o8,4.04,23397,6973.62,26489819,1715,2021-02-24T05:20:17.760Z
uguqfo0mrt6r,2.61,3500,2556.65,5996628,1497,2021-05-19T01:59:21.429Z
uel8c7w8hxok,26.5,220100,1053.12,8688527,123,2022-03-20T18:04:58.795Z
udeifcnvwoyu,19.24,142857,340.75,2487931,28,2022-04-06T20:11:32.463Z
ug326i3022hx,2.58,4247,289.41,1340518,126,2021-09-24T00:05:40.577Z
uen9c5keupfg,2.7,7830,7158.48,104603814,684,2021-11-11T02:42:31.17Z
ud8vjdz1dffp,2.67,3400,5.3,9300,5,2022-04-08T15:30:14.281Z
udkj5ijmj8jw,44.21,495810,4026.46,44188356,130,2022-01-26T19:12:55.387Z
uey2m362pavi,26.84,224772,11246.16,102808630,947,2021-05-12T19:30:24.818Z
ufs1fl45p546,22.04,170329,17621.26,79692087,1497,2020-12-28T00:58:12.732Z
ud3d6d88ib7w,14.95,103747,3595.7,18107260,731,2021-04-13T04:05:56.438Z
ud61n4ycx65f,4.55,4914,5390.04,10466390,1020,2021-02-14T17:08:19.299Z
ubio7ji4zyrd,43.04,471870,11070.95,156331623,454,2021-06-29T15:57:12.403Z
u9n7wk62js4s,2.63,8907,2267.67,19744085,260,2021-05-22T10:34:21.831Z
ucvyry3ny0pf,27.87,237737,6501.23,65355807,769,2021-09-04T02:32:50.453Z
u9o30rj8tydr,61.37,931592,15365.73,191088367,1072,2021-06-15T06:24:14.905Z
uaxq0nrh8mk1,45.91,529995,5249.39,41732740,148,2021-05-05T07:20:47.402Z
ubwevf4psvcy,13.41,90401,2316.9,16831162,735,2021-08-28T13:20:27.769Z
u9gkwrmunq6c,46.77,547188,2968.43,33063590,90,2021-06-02T10:50:56.202Z
u8tmvaofzdff,63.83,1013440,27549.18,395554817,3349,2021-05-02T12:12:52.358Z
u8jxjbx513ys,25.72,211402,10566.2,76637012,1046,2021-05-03T06:17:38.705Z
u8gmo0zlrzt8,1.25,14869,10116.87,2694673,1391,2019-06-04T17:07:46.87Z
u4xgm9tz03hm,38.5,390988,1158.99,10658682,62,2022-02-04T08:40:05.244Z
u6u6l4czdy3g,38.9,397471,13341.15,122628615,497,2021-05-19T01:27:02.499Z
u699nlf0uv68,62.1,955868,7397.43,109322610,704,2021-06-15T08:56:24.222Z
u7a9b1bm5vsv,77.73,910940,41190.38,500405184,3063,2021-02-10T16:21:43.773Z
u62i83j4p052,6.46,39002,2276.54,16254242,748,2021-11-16T11:34:17.454Z
u6qe6ed5c96k,67.14,1132915,55392.02,1697811167,5174,2021-05-03T02:33:35.281Z
u4r1s2wxnzff,27.97,238896,7089.48,66011247,496,2021-05-06T05:35:44.989Z
u5swl3gqo194,4.07,19732,3789.76,6136076,837,2021-02-27T22:59:03.526Z
u5pfgplkm50d,27.8,137138,24619.29,166929572,532,2021-05-02T10:57:24.600Z
u4r3kfd2hoib,60.66,909032,23299.53,364713077,2173,2021-05-06T21:26:32.94Z
u36dj05ac5wb,59.89,885581,1300.69,12486612,67,2022-02-04T08:30:31.883Z
u4cbkxhlxl3v,16.68,118733,1233.94,8919458,94,2022-03-04T22:07:25.852Z
u3j1xksmllv5,2.61,3500,962.09,872825,320,2021-02-21T16:59:35.974Z
u2x2yurg4fvo,12.56,83814,2872.22,12915341,741,2021-04-19T01:01:06.519Z
u2hvpvmvkx92,6.68,40373,943.87,3564564,202,2021-05-18T18:48:55.499Z
u3bxji5efx1l,65.2,1062042,31196.8,528530364,2214,2021-05-30T23:27:37.233Z
u2ygxnazzxqu,38.17,385841,9350.37,79442988,470,2021-03-10T01:04:57.74Z
u3ad10v9p1xb,3.44,3683,10158.46,53466102,1300,2021-04-20T20:54:35.160Z
u1sxgms9on39,41.89,451145,10804.1,187349558,536,2021-06-20T16:17:17.306Z
u1dptm82k5b1,4.2,24673,2608.63,5648075,586,2021-03-10T13:43:17.94Z
u059790oe0ri,44.03,492043,5724.11,41239412,1054,2021-06-18T18:40:47.752Z
tym969oacqam,27.77,114922,12460.65,57632300,556,2021-05-13T19:27:40.178Z
tz6iswa09biw,2.57,8705,3103.63,22476673,931,2021-09-08T03:12:02.860Z
u12gnoxvoo8r,22.69,177730,17054.95,315736788,3009,2021-10-30T22:52:41.205Z
tzld47a6dd5k,42.22,362430,23435.41,173954285,1760,2021-05-07T21:14:28.343Z
u02u57r71i2h,28.97,251510,12982.61,117301988,515,2021-05-19T01:25:34.549Z
tz9ko1eu8yb0,13.36,90000,366.84,3209510,45,2022-04-02T18:04:48.597Z
tycpsu62zhit,45.09,513437,487.33,5094211,69,2022-03-26T04:22:01.147Z
tylxc62ptpzy,75.57,1493076,12219.93,214764960,777,2022-01-09T11:43:57.227Z
tzdrwoszoind,9.13,140766,159372.11,286894357,22982,2020-02-27T15:48:55.332Z
tw4flq9e6bs5,6.24,37573,158.64,915901,121,2022-04-04T22:05:05.577Z
tx4ic08uzrp2,40.59,427980,20610.25,160791678,1177,2021-03-10T02:35:09.875Z
tvssd1mzdhw2,9.07,57304,43.2,204639,12,2022-04-09T01:24:03.631Z
txfeowx7kj7w,2.6,14159,387.64,1123850,175,2021-12-02T02:22:39.441Z
tvoiyqd7tu6g,61.58,938650,1259.92,12270736,65,2022-02-04T08:39:59.935Z
txpjke8flyre,3.63,20940,659.29,3318087,386,2021-12-21T15:34:37.586Z
tvuin6zfs01p,59.09,861451,5994.69,72560857,356,2022-01-18T23:13:55.885Z
twxa9cwund29,21.58,473874,26972.91,354754340,2448,2021-02-26T03:24:23.369Z
tw68r0vv21r9,33.12,307967,17521.76,168981647,2165,2021-05-05T18:49:20.834Z
tvkgjtpm50u1,1.26,9367,162191.81,443140621,5814,2019-05-03T15:40:23.643Z
tqxizzi30ch5,43.22,475901,8171.29,71208542,241,2021-05-13T16:09:31.950Z
tutor6tp68os,2.69,8215,58231.68,74606382,1945,2019-07-19T11:29:48.20Z
top93vqgbe6q,76.94,1560676,11179.48,242269579,821,2021-11-01T22:05:33.761Z
tth944567yzi,10.7,69471,2881.28,21250062,1475,2021-10-22T19:46:55.456Z
tsgn4kqnspic,147.3,1821795,38393.57,563832239,4875,2021-05-17T13:15:00.970Z
tuhpohq49k7p,42.39,485572,9087.25,118708202,250,2021-09-02T20:30:31.948Z
tqugczg2xjbc,7.7,50007,15253.85,177567268,1422,2021-04-26T23:01:51.441Z
toihmzbg23g9,2.97,17077,669.48,3193523,384,2021-11-16T18:18:52.367Z
tog517pqenqs,1.68,4713,1014.51,1453629,314,2021-05-18T15:09:38.144Z
ttg5wd2iluq7,16.08,113539,15168.15,117244829,8898,2021-05-17T07:02:20.560Z
tn7h44eot4hc,5.7,34142,804.01,4866505,368,2021-12-29T22:39:13.893Z
tm9oxvd3iobi,65.17,1061121,2844.55,39413114,151,2022-01-05T08:54:33.586Z
to1ffov4q9zn,41.44,443136,68.44,536564,11,2022-04-09T01:21:15.713Z
tlxiwzemao4v,17.65,127225,54.27,296885,12,2022-04-09T01:24:02.642Z
tn1x5cw5blun,40.03,417882,2954.54,32360710,179,2022-03-11T09:19:03.545Z
to9sikb6gml3,2.6,5000,514.98,742786,189,2021-07-05T17:49:43.670Z
tls3q0j9zhv7,71.67,1316475,7568.11,114858598,467,2021-04-14T17:53:53.853Z
tn0ylo8878up,1.25,8368,11436.32,12468085,2745,2020-12-03T04:18:45.399Z
tkcbqi23gncs,2.61,4767,921.07,4792956,478,2021-10-31T16:53:31.539Z
tkmrq8rmmql0,124.53,6562944,703880.64,4543424594,16901,2019-09-19T21:57:02.883Z
tkbfn3ybmgom,47.15,555765,1283.86,14316026,118,2022-04-03T00:38:37.494Z
tiw2i1s2fii2,39.78,413350,68.94,525469,11,2022-04-09T01:24:08.644Z
tjq5986saysa,46.94,550487,20737.96,233759700,1433,2021-05-08T07:31:47.520Z
